category,albuquerque,anchorage,billings,bismarck,boise,chicago,columbus,denver,duluth,fairbanks,flagstaff,indianapolis,kansas city,louisville,minneapolis,minot,omaha,pittsburgh,reno,salt lake city,albany,amarillo,augusta,baltimore,boston,charleston,cheyenne,des moines,detroit,dover,fayetteville,greensboro,hancock,hartford,juneau,madison,manchester,montpellier,nashville,new york city,philadelphia,portland,providence,redding,richmond,rome,seattle,spokane,topeka,trenton,washington
heat_pump_electricity_heating,83.12778431,1465.587925,335.5515826,660.0,152.915299,395.200762,236.0,232.0682884,956.6283705,3301.784291,326.17350530000004,354.41031660000004,294.6811255,190.6107855,631.9695194,645.0,373.0489449,271.4976553999999,181.3947831,146.39742090000001,611.0123095,141.3751465,729.3821806,193.78517,646.1395076,191.5665299,164.0911489,382.7760845,541.7919109000001,260.8018757,108.9988277,106.4053341,827.7177608,446.2919109,964.8599062000001,654.844666,523.46483,794.0055686000001,112.4431418,349.08763189999996,219.4724502,90.99179366,544.4630715,58.55803049,121.6143024,60.53458382,64.20838218,165.281653,266.1928488,289.2180539,174.38452519999998
heat_pump_electricity_cooling,49.2203986,127.79601409999998,45.75703399,65.5,28.80334115,47.14976553,42.60726846,39.73153576,88.28985933,295.67350530000004,36.71746776,56.98475968,77.41383354,40.23446659,69.08294256,62.25,66.51260259,42.64361079,28.32004689,41.68933177,64.93640094,53.65885111,71.0334115,71.89331769,69.30539273,33.59466589,27.87368113,61.78048066,56.89888628,41.71629543,61.44900353,62.7376905,76.93874559999999,64.47684643,87.13364595,69.44841736,64.33645956,73.22655334,79.24032825,70.1661782,48.89800704,15.50996483,69.0087925,140.8558031,60.13599061,78.57854631,12.4510551,28.07590856,66.62426729,75.89976554,87.54103165
furnace_aircon_electricity_heating,3.2813599069999997,47.63305979,12.57649472,21.25,5.620164127000001,13.43053927,7.470105509,8.728898007,30.97889801,99.33235638,13.15709261,11.62954279,9.606096133,6.286635405,20.44607269,22.25,12.09320047,9.097303635,7.080011723999999,5.574736226000001,19.61166471,5.635404455,23.41324736,6.5357561539999995,23.45720985,6.41119578,6.059495898,12.88188746,18.6084408,9.003516999,3.6576787810000004,3.316529894,26.48124267,14.01670575,34.85345838,21.56389215,17.05890973,26.80187573,3.627198124,13.07444314,7.675849942,4.135990621,19.01817116,2.637749121,4.295427901,2.037221571,2.929660024,6.1034583829999995,9.126611958,9.587338805,6.277842907
furnace_aircon_natural_gas_heating,61.98187078,755.1996144,242.08235290000002,414.3297975,129.79749280000001,305.5789778,216.2400193,151.22314369999998,594.4327869,1232.812343,369.62970099999995,285.78109930000005,297.87338470000003,236.550434,402.31012539999995,445.8320154,298.10800389999997,305.5429122,219.38823530000002,141.22999030000003,498.29893899999996,200.1361621,704.6835103,224.9754099,558.6111861,205.0272903,176.6295082,307.5238187,361.18611380000004,340.5462874,150.1546769,134.9791707,504.1489875,321.06306639999997,576.7662489,378.1029894,436.4071359,579.7368371,102.9344262,337.3423335,269.5641273,147.9215043,450.92864019999996,61.76875602,175.77396330000002,95.20298937,111.7099325,219.1884281,225.8016394,205.1918997,182.1909354
furnace_aircon_electricity_cooling,45.39214538,74.93493552,32.37778429,34.25,24.82239156,33.71922625,33.75381008,32.20662368,43.99003517,126.05334109999998,25.39624853,43.02930833,64.98241502,33.69636577,43.68024619,33.25,49.16148887,33.54630715,23.43728019,37.32649473,44.88892145,48.75849941,40.08030481,64.37719812,53.84495897,26.67057444,23.75322392,46.00674092,40.43757327,33.61313013,55.84056273,56.93376319,41.86899179,49.33880422,63.89800703,40.90797187,46.79015241,45.46746776,73.10199296,60.57825322,42.64361079,14.47596717,55.42438453,136.6354045,55.03516998,75.37719813,11.71864009,23.92555686,55.67233294,65.91295428,80.56565064
hp_heating,83.12778431,1465.587925,335.5515826,660.0,152.915299,395.200762,236.0,232.0682884,956.6283705,3301.784291,326.17350530000004,354.41031660000004,294.6811255,190.6107855,631.9695194,645.0,373.0489449,271.4976553999999,181.3947831,146.39742090000001,611.0123095,141.3751465,729.3821806,193.78517,646.1395076,191.5665299,164.0911489,382.7760845,541.7919109000001,260.8018757,108.9988277,106.4053341,827.7177608,446.2919109,964.8599062000001,654.844666,523.46483,794.0055686000001,112.4431418,349.08763189999996,219.4724502,90.99179366,544.4630715,58.55803049,121.6143024,60.53458382,64.20838218,165.281653,266.1928488,289.2180539,174.38452519999998
hp_cooling,49.2203986,127.79601409999998,45.75703399,65.5,28.80334115,47.14976553,42.60726846,39.73153576,88.28985933,295.67350530000004,36.71746776,56.98475968,77.41383354,40.23446659,69.08294256,62.25,66.51260259,42.64361079,28.32004689,41.68933177,64.93640094,53.65885111,71.0334115,71.89331769,69.30539273,33.59466589,27.87368113,61.78048066,56.89888628,41.71629543,61.44900353,62.7376905,76.93874559999999,64.47684643,87.13364595,69.44841736,64.33645956,73.22655334,79.24032825,70.1661782,48.89800704,15.50996483,69.0087925,140.8558031,60.13599061,78.57854631,12.4510551,28.07590856,66.62426729,75.89976554,87.54103165
furnace_heating,65.26323069,802.8326741000001,254.6588477,435.5797975,135.41765690000003,319.0095171,223.71012480000002,159.9520417,625.4116849,1332.1447,382.7867936,297.4106421,307.47948080000003,242.83706940000002,422.75619810000006,468.0820154,310.20120430000003,314.6402158,226.46824700000002,146.80472659999998,517.9106038,205.7715665,728.0967577,231.5111661,582.068396,211.43848599999998,182.6890041,320.40570610000003,379.7945546,349.54980439999997,153.81235569999998,138.2957006,530.6302301,335.0797722,611.6197072000001,399.6668815,453.46604560000003,606.5387128,106.5616244,350.4167767,277.2399772,152.0574949,469.9468114,64.40650514,180.06939119999998,97.24021094,114.6395925,225.29188650000003,234.92825130000003,214.7792385,188.4687783
ac_cooling,45.39214538,74.93493552,32.37778429,34.25,24.82239156,33.71922625,33.75381008,32.20662368,43.99003517,126.05334109999998,25.39624853,43.02930833,64.98241502,33.69636577,43.68024619,33.25,49.16148887,33.54630715,23.43728019,37.32649473,44.88892145,48.75849941,40.08030481,64.37719812,53.84495897,26.67057444,23.75322392,46.00674092,40.43757327,33.61313013,55.84056273,56.93376319,41.86899179,49.33880422,63.89800703,40.90797187,46.79015241,45.46746776,73.10199296,60.57825322,42.64361079,14.47596717,55.42438453,136.6354045,55.03516998,75.37719813,11.71864009,23.92555686,55.67233294,65.91295428,80.56565064
hp,132.3481829,1593.383939,381.3086166,725.5,181.7186401,442.35052750000006,278.6072684,271.7998241,1044.91823,3597.457796,362.890973,411.3950763,372.09495899999996,230.84525209999998,701.052462,707.25,439.56154749999996,314.1412662,209.71483,188.08675269999998,675.9487104,195.0339977,800.4155921,265.6784877,715.4449003,225.1611958,191.96483,444.55656510000006,598.6907972,302.5181712,170.4478312,169.14302460000002,904.6565063999999,510.7687573,1051.993552,724.2930832999999,587.8012896,867.2321219,191.6834701,419.2538101,268.3704572,106.5017585,613.471864,199.4138335,181.7502931,139.1131301,76.65943728,193.3575616,332.8171161,365.1178195,261.9255569
furnace_ac,110.6553761,877.7676097000001,287.036632,469.8297975,160.2400484,352.7287433,257.46393489999997,192.15866540000002,669.4017201,1458.198041,408.1830422,340.4399504,372.46189580000004,276.5334351,466.4364443,501.3320154,359.3626932,348.186523,249.9055272,184.13122130000002,562.7995252000001,254.5300659,768.1770625,295.8883642,635.9133549,238.1090605,206.442228,366.4124471,420.2321279,383.1629345,209.6529184,195.2294638,572.4992219,384.4185764,675.5177143,440.5748534,500.25619800000004,652.0061806,179.66361730000003,410.99502989999996,319.883588,166.5334621,525.3711959,201.0419096,235.10456119999998,172.6174091,126.3582326,249.2174433,290.60058430000004,280.69219280000004,269.034429
heating_cost_comparison,0.2737307582098798,0.8255210235968147,0.3176513819590334,0.5152217889536074,0.12921241218138352,0.23883690239911035,0.05493660696397762,0.45086168287403616,0.5295978530573182,1.4785477816336317,-0.14789770505812969,0.1916531099812989,-0.04162344513754631,-0.21506718076050058,0.4948793707585381,0.37796364478736605,0.2026031483076352,-0.13711712055086916,-0.19902774228653788,-0.0027744726578848894,0.17976404618267447,-0.312951012111773,0.0017654561518176608,-0.16295540614963022,0.11007488473914669,-0.0939845743125496,-0.10180062720041944,0.19466063560220717,0.42653943912022596,-0.25389208514173034,-0.2913519385100997,-0.2305955019689166,0.5598767538065299,0.33189750001865387,0.5775487526671376,0.6384761818199339,0.15436389356866098,0.3090764890085678,0.05519357867446329,-0.003793039855331936,-0.20836651186970304,-0.4015961283602601,0.1585631784116409,-0.0908056513435592,-0.32462534809747273,-0.3774737504698383,-0.4399109349590544,-0.26636659860362977,0.13308147201110992,0.3465829189072201,-0.07472990076680522
