category,albuquerque,anchorage,billings,bismarck,boise,chicago,columbus,denver,duluth,fairbanks,flagstaff,indianapolis,kansas city,louisville,minneapolis,minot,omaha,pittsburgh,reno,salt lake city,albany,amarillo,augusta,baltimore,boston,charleston,cheyenne,des moines,detroit,dover,fayetteville,greensboro,hancock,hartford,juneau,madison,manchester,montpellier,nashville,new york city,philadelphia,portland,providence,redding,richmond,rome,seattle,spokane,topeka,trenton,washington
heat_pump_electricity_heating,406.8282403,3973.858351,1268.5353,4089.357218,660.56902,2083.972603,1285.342466,1348.640674,4783.308746,8952.600423,1426.575342,1836.849315,1571.643836,1142.191781,3159.95785,3996.4172810000005,2198.029505,1439.0410960000002,751.6122234000001,611.0010537,457.9768177,814.7312961,1278.271865,581.1275026000001,842.9083245999999,1125.616438,1184.2149630000001,2255.342466,2536.62803,851.601686,631.1696522999999,365.12118019999997,4898.977871,553.5932561000001,1281.744186,4373.709168,746.9336142999999,1153.782929,539.3150684999999,624.5943097999999,756.5437302,356.0800843,696.8598525,71.3487882,429.6101159,282.73972599999996,266.04847209999997,684.8472076,1318.493151,709.5047417999999,489.9894626
heat_pump_electricity_cooling,240.88514229999998,346.51162789999995,172.98208640000001,405.83772389999996,124.42571129999999,248.63013700000002,232.05479449999999,230.8956797,441.4646996999999,801.7019027000001,160.5900948,295.3424658,412.8767123,241.0958904,345.426765,385.7007376,391.89673339999996,226.02739730000002,117.34457320000001,173.99367759999998,48.67228662,309.2307692,124.48893570000001,215.5953635,90.4109589,197.3972603,201.1591149,364.01475239999996,266.3962065,136.2170706,355.82718650000004,215.27924130000002,455.37407800000005,79.97892518,115.75052849999999,463.84615379999997,91.80189673,106.4067439,380.06322439999997,125.54267649999998,168.5563751,60.69546891,88.32455216,171.6227608,212.4341412,367.01791360000004,51.59114858,116.3329821,330.0,186.19599580000002,245.9747102
furnace_aircon_electricity_heating,16.05900948,129.154334,47.54478398,131.6649104,24.27818757,70.82191781,40.68493151,50.72708114,154.8998946,269.3340381,57.54478398,60.2739726,51.23287671,37.67123288,102.2339305,137.8609062,71.25395153,48.21917808,29.33614331,23.26659642,14.69968388,32.47629083,41.03266596,19.5995785,30.60063224,37.67123288,43.73024236,75.90094837,87.12328767,29.39936776,21.18018967,11.38040042,156.73340359999997,17.38672287,46.30021142,144.0252898,24.34141201,38.94625922,17.39726027,23.39304531,26.45943098,16.18545838,24.34141201,3.2139093780000003,15.17386723,9.515279241,12.13909378,25.28977871,45.20547945,23.519494199999997,17.63962065
furnace_aircon_natural_gas_heating,483.0683,3719.573,1839.6807,3333.33,1058.2,2111.6381,1244.9723,1149.2052,4056.6097,6071.9516,1548.1466,1825.395,1573.0143,1165.0782,2745.4999,3586.7689,2034.3895,1460.316,1161.9036,950.7927,2135.9767,943.3853,2598.4101,944.4435,2083.5958,1112.6973,1096.2952,2168.7809,2402.114,1442.8557,670.8988,559.7878,3352.9067,1199.9988,2840.7379,2758.7274,1633.3317,2407.9341,629.629,1446.0303,1288.3585,743.9146,1642.8555,239.6823,758.2003,338.0949,558.7296,1096.2952,1322.2209,1134.9195,838.6235
furnace_aircon_electricity_cooling,222.1496312,203.18181819999998,122.402529,212.21285559999998,107.2286617,177.80821919999997,183.83561640000002,187.1654373,219.9578504,341.7864693,111.0748156,223.0136986,346.5753425,201.9178082,218.4088514,206.01685990000001,289.662803,177.80821919999997,97.11275026,155.7850369,33.645943100000004,280.9905163,70.24236038,193.0558483,70.24236038,156.71232880000002,171.4225501,271.0748156,189.3256059,109.75763959999999,323.35089569999997,195.3635406,247.80821919999997,61.20126449,84.88372093,273.2244468,66.76501581,66.06954689,350.62170710000004,108.38777659999998,146.9968388,56.64910432,70.93782929,166.48050580000003,194.4151739,352.0653319,48.55637513,99.13593256,275.7534247,161.6965227,226.37513169999997
hp_heating,406.8282403,3973.858351,1268.5353,4089.357218,660.56902,2083.972603,1285.342466,1348.640674,4783.308746,8952.600423,1426.575342,1836.849315,1571.643836,1142.191781,3159.95785,3996.4172810000005,2198.029505,1439.0410960000002,751.6122234000001,611.0010537,457.9768177,814.7312961,1278.271865,581.1275026000001,842.9083245999999,1125.616438,1184.2149630000001,2255.342466,2536.62803,851.601686,631.1696522999999,365.12118019999997,4898.977871,553.5932561000001,1281.744186,4373.709168,746.9336142999999,1153.782929,539.3150684999999,624.5943097999999,756.5437302,356.0800843,696.8598525,71.3487882,429.6101159,282.73972599999996,266.04847209999997,684.8472076,1318.493151,709.5047417999999,489.9894626
hp_cooling,240.88514229999998,346.51162789999995,172.98208640000001,405.83772389999996,124.42571129999999,248.63013700000002,232.05479449999999,230.8956797,441.4646996999999,801.7019027000001,160.5900948,295.3424658,412.8767123,241.0958904,345.426765,385.7007376,391.89673339999996,226.02739730000002,117.34457320000001,173.99367759999998,48.67228662,309.2307692,124.48893570000001,215.5953635,90.4109589,197.3972603,201.1591149,364.01475239999996,266.3962065,136.2170706,355.82718650000004,215.27924130000002,455.37407800000005,79.97892518,115.75052849999999,463.84615379999997,91.80189673,106.4067439,380.06322439999997,125.54267649999998,168.5563751,60.69546891,88.32455216,171.6227608,212.4341412,367.01791360000004,51.59114858,116.3329821,330.0,186.19599580000002,245.9747102
furnace_heating,499.12730949999997,3848.727334,1887.225484,3464.9949100000003,1082.478188,2182.4600179999998,1285.657232,1199.932281,4211.509595,6341.285638,1605.691384,1885.668973,1624.247177,1202.749433,2847.73383,3724.6298060000004,2105.643452,1508.5351779999999,1191.2397429999999,974.0592964,2150.676384,975.8615907999999,2639.442766,964.0430785,2114.196432,1150.368533,1140.0254419999999,2244.681848,2489.237288,1472.255068,692.0789897000001,571.1682003999999,3509.640104,1217.3855230000001,2887.038111,2902.75269,1657.673112,2446.8803589999998,647.0262602999999,1469.423345,1314.817931,760.1000584,1667.1969119999999,242.8962094,773.3741672,347.6101792,570.8686938,1121.584979,1367.426379,1158.4389939999999,856.2631207000001
ac_cooling,222.1496312,203.18181819999998,122.402529,212.21285559999998,107.2286617,177.80821919999997,183.83561640000002,187.1654373,219.9578504,341.7864693,111.0748156,223.0136986,346.5753425,201.9178082,218.4088514,206.01685990000001,289.662803,177.80821919999997,97.11275026,155.7850369,33.645943100000004,280.9905163,70.24236038,193.0558483,70.24236038,156.71232880000002,171.4225501,271.0748156,189.3256059,109.75763959999999,323.35089569999997,195.3635406,247.80821919999997,61.20126449,84.88372093,273.2244468,66.76501581,66.06954689,350.62170710000004,108.38777659999998,146.9968388,56.64910432,70.93782929,166.48050580000003,194.4151739,352.0653319,48.55637513,99.13593256,275.7534247,161.6965227,226.37513169999997
hp,647.7133825,4320.369979,1441.5173869999999,4495.194942,784.9947312999999,2332.60274,1517.39726,1579.5363539999998,5224.773446,9754.302326,1587.1654369999999,2132.191781,1984.520548,1383.287671,3505.384615,4382.118019,2589.926238,1665.068493,868.9567966,784.9947312999999,506.64910430000003,1123.962065,1402.760801,796.7228662,933.3192835000001,1323.013699,1385.3740779999998,2619.357218,2803.0242359999997,987.8187565999999,986.9968388,580.4004215,5354.351949,633.5721812,1397.494715,4837.555321,838.7355111,1260.189673,919.3782928999999,750.1369863,925.1001054,416.7755532,785.1844046,242.971549,642.0442571000001,649.7576396000001,317.63962069999997,801.1801897,1648.493151,895.7007376,735.9641727999999
